,booking_request_id,to_state,ending_stage,country,city,city_ok,capital,portfolio_type,floor_size_cat,price_category,time_booked,time_create_booking,after_creation,times_booked_cat
7803,125479.0,declined,declined,FR,Paris,paris,1.0,3.0,60_80,100k_200k,6.0,0.36998621527777775,1h_1j,5_7
7804,125480.0,submitted / declined,declined,FR,Paris,paris,1.0,3.0,80_100,500k_1millions,6.0,1.2089258217592593,1j_3j,5_7
7805,126489.0,declined,declined,FR,Paris,paris,1.0,3.0,80_100,200k_500k,6.0,3.3638622685185187,3j_15j,5_7
7806,126487.0,declined,declined,FR,Paris,paris,1.0,3.0,60_80,200k_500k,6.0,3.365398414351852,3j_15j,5_7
7807,125483.0,submitted / matched / declined,declined,FR,Paris,paris,1.0,3.0,80_100,200k_500k,5.0,1.2087343055555555,1j_3j,5_7
7808,126486.0,declined,declined,FR,Paris,paris,1.0,8.0,100_200,500k_1millions,6.0,3.366271412037037,3j_15j,5_7
7809,111644.0,submitted / declined,declined,FR,Paris,paris,1.0,8.0,100_200,200k_500k,5.0,0.08575045138888888,1h_1j,5_7
7810,111643.0,submitted / declined,declined,FR,"Paris, 2e",paris,1.0,3.0,100_200,100k_200k,6.0,0.08574972222222223,1h_1j,5_7
7811,111825.0,submitted / declined,declined,FR,Paris,paris,1.0,3.0,60_80,100k_200k,5.0,1.2286989814814815,1j_3j,5_7
7812,111642.0,submitted / matched / declined,declined,FR,Paris,paris,1.0,3.0,100_200,200k_500k,5.0,0.08574900462962963,1h_1j,5_7
7813,111826.0,submitted / declined,declined,FR,Paris,paris,1.0,8.0,60_80,100k_200k,5.0,1.2286997222222222,1j_3j,5_7
7814,111824.0,submitted / matched / declined,declined,FR,Paris,paris,1.0,3.0,60_80,200k_500k,5.0,1.2286982175925927,1j_3j,5_7
7815,111646.0,submitted / matched / declined,declined,FR,Paris,paris,1.0,3.0,100_200,500k_1millions,5.0,0.08575188657407408,1h_1j,5_7
7816,111820.0,submitted / matched / declined,declined,FR,Paris,paris,1.0,3.0,60_80,100k_200k,5.0,1.2286950925925926,1j_3j,5_7
7817,111819.0,submitted / declined,declined,FR,Paris,paris,1.0,3.0,100_200,100k_200k,5.0,1.2286943287037038,1j_3j,5_7
7818,111821.0,submitted / matched / declined,declined,FR,Paris,paris,1.0,3.0,80_100,100k_200k,5.0,1.2286958333333333,1j_3j,5_7
7819,111818.0,submitted / declined,declined,FR,Paris,paris,1.0,3.0,60_80,100k_200k,5.0,1.2286935763888889,1j_3j,5_7
7820,111822.0,submitted / declined,declined,FR,Paris,paris,1.0,3.0,60_80,200k_500k,5.0,1.2286966782407407,1j_3j,5_7
7821,111823.0,submitted / declined,declined,FR,Paris,paris,1.0,3.0,100_200,100k_200k,5.0,1.2286974652777778,1j_3j,5_7
7822,111614.0,submitted / declined,declined,FR,Paris,paris,1.0,3.0,60_80,100k_200k,5.0,2.476851851851852e-06,less_10s,5_7
7823,111645.0,submitted / matched / declined,declined,FR,Paris,paris,1.0,3.0,80_100,100k_200k,5.0,0.08575116898148148,1h_1j,5_7
7824,111615.0,submitted / matched / declined,declined,FR,Paris,paris,1.0,3.0,100_200,200k_500k,5.0,3.2407407407407406e-06,less_10s,5_7
7825,111613.0,submitted / matched / declined,declined,FR,Paris,paris,1.0,3.0,80_100,100k_200k,5.0,1.5856481481481483e-06,less_10s,5_7
7829,144506.0,declined,declined,FR,Paris,paris,1.0,3.0,100_200,sup_5millions,92.0,0.13392130787037038,1h_1j,sup_30
7830,144505.0,declined,declined,FR,Paris,paris,1.0,3.0,sup_200,sup_5millions,92.0,123.88027027777778,sup_15j,sup_30
7831,125194.0,submitted / declined,declined,FR,Paris,paris,1.0,3.0,20_40,10k_50k,2.0,1.539351851851852e-06,less_10s,inf_3
7832,125238.0,submitted / declined,declined,FR,Paris,paris,1.0,3.0,20_40,10k_50k,2.0,0.0661521412037037,1h_1j,inf_3
7833,125393.0,submitted / declined,declined,FR,Paris,paris,1.0,3.0,20_40,10k_50k,2.0,2.8277804976851852,1j_3j,inf_3
7834,125440.0,submitted / declined,declined,FR,Paris,paris,1.0,3.0,20_40,10k_50k,2.0,2.9189386689814816,1j_3j,inf_3
7835,120893.0,submitted / declined,declined,GB,London,london,1.0,3.0,100_200,100k_200k,6.0,0.011342974537037037,10s_1h,5_7
7836,173005.0,submitted / declined,declined,GB,London,london,1.0,8.0,80_100,500k_1millions,3.0,5.188940335648148,3j_15j,3_5
7837,172582.0,declined,declined,GB,London,london,1.0,8.0,100_200,500k_1millions,2.0,2.102950960648148,1j_3j,inf_3
7838,172994.0,submitted / declined,declined,GB,London,london,1.0,8.0,100_200,500k_1millions,3.0,5.180937210648148,3j_15j,3_5
7839,171860.0,submitted / matched / declined,declined,GB,London,london,1.0,8.0,80_100,1_5millions,2.0,0.019518506944444444,10s_1h,inf_3
7840,171828.0,submitted / declined,declined,GB,London,london,1.0,7.0,100_200,100k_200k,3.0,1.6203703703703703e-06,less_10s,3_5
7841,172579.0,declined,declined,GB,London,london,1.0,3.0,20_40,50k_100k,2.0,2.1025763425925925,1j_3j,inf_3
7842,171858.0,submitted / declined,declined,GB,London,london,1.0,8.0,60_80,200k_500k,6.0,0.018477800925925925,10s_1h,5_7
7843,173003.0,submitted / declined,declined,GB,London,london,1.0,8.0,100_200,500k_1millions,3.0,5.188212685185185,3j_15j,3_5
7844,171857.0,submitted / matched / declined,declined,GB,London,london,1.0,3.0,80_100,500k_1millions,6.0,0.017450844907407406,10s_1h,5_7
7845,172932.0,declined,declined,GB,London ,london,1.0,3.0,100_200,200k_500k,6.0,5.1902659375,3j_15j,5_7
7846,172581.0,submitted / declined,declined,GB,London,london,1.0,3.0,100_200,200k_500k,7.0,2.103377673611111,1j_3j,7_10
7847,172580.0,submitted / matched / declined,declined,GB,London,london,1.0,3.0,sup_200,200k_500k,7.0,2.037752523148148,1j_3j,7_10
7848,173002.0,submitted / matched / declined,declined,GB,London,london,1.0,8.0,100_200,200k_500k,3.0,5.187568958333333,3j_15j,3_5
7849,172995.0,submitted / submitted / matched / declined,declined,GB,London ,london,1.0,3.0,80_100,100k_200k,6.0,5.182559131944444,3j_15j,5_7
7850,172933.0,declined,declined,GB,London,london,1.0,3.0,20_40,200k_500k,7.0,5.190024606481481,3j_15j,7_10
7851,172931.0,declined,declined,GB,London,london,1.0,3.0,40_60,100k_200k,3.0,5.190523854166667,3j_15j,3_5
7852,134215.0,submitted / declined,declined,GB,London,london,1.0,3.0,20_40,200k_500k,25.0,1.4467592592592592e-06,less_10s,15_30
7856,134433.0,submitted / declined,declined,FR,Paris,paris,1.0,8.0,sup_200,sup_5millions,4.0,1.099537037037037e-06,less_10s,3_5
7857,126734.0,submitted / declined,declined,FR,Paris,paris,1.0,3.0,40_60,100k_200k,5.0,8.796296296296296e-07,less_10s,5_7
7858,145197.0,submitted / matched / declined,declined,GB,London,london,1.0,7.0,40_60,100k_200k,6.0,7.291666666666666e-07,less_10s,5_7
7859,119688.0,declined,declined,GB,London,london,1.0,3.0,20_40,sup_5millions,364.0,26.836611064814814,sup_15j,sup_30
7860,119689.0,declined,declined,GB,London,london,1.0,6.0,sup_200,sup_5millions,364.0,26.83652778935185,sup_15j,sup_30
7861,119687.0,declined,declined,GB,London,london,1.0,3.0,80_100,sup_5millions,364.0,26.836696041666666,sup_15j,sup_30
7862,142578.0,submitted / declined,declined,GB,London,london,1.0,3.0,20_40,sup_5millions,782.0,9.143518518518518e-07,less_10s,sup_30
7863,158114.0,submitted / declined,declined,US,New York,new york,1.0,3.0,100_200,500k_1millions,3.0,1.1689814814814815e-06,less_10s,3_5
7864,128025.0,submitted / declined,declined,GB,London,london,1.0,3.0,60_80,50k_100k,1.0,8.042040451388889,3j_15j,inf_3
7866,144682.0,submitted / matched / declined,declined,GB,Cardiff,cardiff,0.0,6.0,60_80,50k_100k,31.0,1.1805555555555556e-06,less_10s,sup_30
7869,138113.0,submitted / declined,declined,FR,Lyon,lyon,0.0,5.0,inf_20,10k_50k,1.0,7.75462962962963e-07,less_10s,inf_3
7870,154344.0,submitted / declined,declined,FR,Paris,paris,1.0,3.0,inf_20,100k_200k,12.0,1.1226851851851851e-06,less_10s,10_15
7871,159015.0,declined,declined,GB,London,london,1.0,1.0,40_60,1_5millions,60.0,10.676486724537037,3j_15j,sup_30
7872,163875.0,submitted / declined,declined,GB,London,london,1.0,1.0,80_100,1_5millions,198.0,17.538995706018518,sup_15j,sup_30
7873,163123.0,declined,declined,GB,London ,london,1.0,3.0,100_200,1_5millions,91.0,17.539548275462963,sup_15j,sup_30
7874,159014.0,declined,declined,GB,London,london,1.0,3.0,80_100,1_5millions,60.0,10.676350324074074,3j_15j,sup_30
7875,163874.0,submitted / declined,declined,GB,London,london,1.0,5.0,inf_20,500k_1millions,91.0,17.539039456018518,sup_15j,sup_30
7876,159013.0,declined,declined,GB,London ,london,1.0,1.0,40_60,1_5millions,59.0,10.676244560185186,3j_15j,sup_30
7877,163122.0,submitted / matched / declined,declined,GB,London,london,1.0,1.0,80_100,1_5millions,91.0,16.7962396875,sup_15j,sup_30
7878,163124.0,submitted / matched / declined,declined,GB,London,london,1.0,1.0,60_80,1_5millions,86.0,16.796192662037036,sup_15j,sup_30
7879,163121.0,declined,declined,GB,London,london,1.0,3.0,inf_20,500k_1millions,91.0,17.53941353009259,sup_15j,sup_30
7880,163849.0,submitted / matched / declined,declined,GB,London,london,1.0,1.0,60_80,500k_1millions,29.0,16.818604097222224,sup_15j,15_30
7881,163848.0,submitted / declined,declined,GB,London,london,1.0,1.0,100_200,500k_1millions,29.0,16.818670185185184,sup_15j,15_30
7882,121575.0,submitted / matched / declined,declined,GB,Brighton,brighton,0.0,4.0,40_60,100k_200k,61.0,8.217592592592592e-07,less_10s,sup_30
7883,125117.0,submitted / matched / declined,declined,GB,Brighton,brighton,0.0,3.0,40_60,100k_200k,38.0,14.033297685185186,3j_15j,sup_30
7884,140261.0,submitted / matched / declined,declined,GB,London,london,1.0,3.0,20_40,100k_200k,7.0,1.076388888888889e-06,less_10s,7_10
7886,114085.0,submitted / matched / declined,declined,GB,London,london,1.0,3.0,100_200,10k_50k,1.0,1.0886953587962962,1j_3j,inf_3
7890,116349.0,submitted / matched / declined,declined,GB,London,london,1.0,7.0,20_40,10k_50k,1.0,15.437004733796297,sup_15j,inf_3
7891,113953.0,declined,declined,GB,London,london,1.0,8.0,40_60,10k_50k,1.0,1.0798217708333333,1j_3j,inf_3
7893,114082.0,submitted / matched / declined,declined,GB,London,london,1.0,8.0,inf_20,10k_50k,1.0,1.0886924305555556,1j_3j,inf_3
7897,135426.0,submitted / declined,declined,GB,London,london,1.0,7.0,40_60,10k_50k,1.0,15.645922708333334,sup_15j,inf_3
7898,135962.0,submitted,submitted,GB,London,london,1.0,7.0,40_60,10k_50k,1.0,17.53211328703704,sup_15j,inf_3
7901,135963.0,submitted / declined,declined,GB,London,london,1.0,5.0,40_60,10k_50k,1.0,17.53730565972222,sup_15j,inf_3
7902,135428.0,submitted / matched / declined,declined,GB,London,london,1.0,3.0,20_40,10k_50k,1.0,15.645923958333332,sup_15j,inf_3
7905,135425.0,submitted / declined,declined,GB,London,london,1.0,3.0,20_40,10k_50k,1.0,15.645922013888889,sup_15j,inf_3
7906,179280.0,submitted / matched / declined,declined,FR,Paris,paris,1.0,3.0,100_200,100k_200k,1.0,1.6435185185185185e-06,less_10s,inf_3
7907,179281.0,submitted / matched / declined,declined,FR,Paris,paris,1.0,8.0,60_80,100k_200k,1.0,2.210648148148148e-06,less_10s,inf_3
7912,117205.0,submitted,submitted,GB,London,london,1.0,7.0,40_60,10k_50k,1.0,2.013888888888889e-06,less_10s,inf_3
7913,139146.0,submitted / matched / booked,booked,GB,London,london,1.0,3.0,inf_20,50k_100k,14.0,0.8056472800925926,1h_1j,10_15
7914,139147.0,submitted / declined,declined,GB,London,london,1.0,3.0,inf_20,50k_100k,6.0,0.8056482060185185,1h_1j,5_7
7915,139026.0,submitted / declined,declined,GB,Brighton,brighton,0.0,3.0,40_60,50k_100k,6.0,1.1342592592592592e-06,less_10s,5_7
7916,139050.0,declined,declined,GB,Brighton ,brighton,0.0,8.0,20_40,100k_200k,6.0,112.69087818287036,sup_15j,5_7
7917,139151.0,submitted / matched / declined,declined,GB,Brighton ,brighton,0.0,8.0,20_40,50k_100k,2.0,0.8056518055555556,1h_1j,inf_3
7918,153792.0,submitted / matched / booked,booked,GB,Brighton ,brighton,0.0,8.0,20_40,50k_100k,2.0,91.738185,sup_15j,inf_3
7919,139049.0,declined,declined,GB,London,london,1.0,3.0,40_60,10k_50k,6.0,112.69117734953704,sup_15j,5_7
7920,139051.0,declined,declined,GB,Brighton,brighton,0.0,3.0,40_60,100k_200k,13.0,39.782052962962965,sup_15j,10_15
7921,139149.0,submitted / declined,declined,GB,London,london,1.0,3.0,20_40,50k_100k,6.0,0.8056500810185185,1h_1j,5_7
7922,139150.0,submitted / declined,declined,GB,Brighton,brighton,0.0,8.0,40_60,50k_100k,3.0,0.8056509259259259,1h_1j,3_5
7923,153409.0,submitted / declined,declined,GB,Brighton,brighton,0.0,8.0,40_60,50k_100k,2.0,89.06874883101852,sup_15j,inf_3
7924,153793.0,declined,declined,GB,Brighton,brighton,0.0,3.0,40_60,50k_100k,6.0,112.69105443287037,sup_15j,5_7
7925,139148.0,submitted / matched / matched / declined,declined,GB,London,london,1.0,3.0,40_60,50k_100k,5.0,0.8056491087962963,1h_1j,5_7
7926,153794.0,declined,declined,GB,Brighton,brighton,0.0,8.0,40_60,100k_200k,2.0,112.69096773148148,sup_15j,inf_3
7927,124537.0,submitted / matched / declined,declined,US,New York,new york,1.0,2.0,sup_200,sup_5millions,30.0,1.946745462962963,1j_3j,15_30
7928,124539.0,declined,declined,US,New York,new york,1.0,8.0,sup_200,sup_5millions,30.0,3.970445011574074,3j_15j,15_30
7929,124538.0,declined,declined,US,New York,new york,1.0,6.0,sup_200,sup_5millions,30.0,3.970702465277778,3j_15j,15_30
7930,123585.0,submitted / matched / declined,declined,US,New York,new york,1.0,8.0,sup_200,sup_5millions,30.0,8.564814814814815e-07,less_10s,15_30
7931,124540.0,declined,declined,US,New York,new york,1.0,5.0,sup_200,sup_5millions,30.0,3.9703455555555554,3j_15j,15_30
7933,149329.0,declined,declined,GB,London,london,1.0,7.0,inf_20,10k_50k,2.0,15.073398599537038,sup_15j,inf_3
7934,111422.0,submitted / declined,declined,GB,London,london,1.0,3.0,inf_20,1_5millions,305.0,1.2962962962962962e-06,less_10s,sup_30
7935,111423.0,submitted / declined,declined,GB,London,london,1.0,3.0,inf_20,100k_200k,27.0,1.9560185185185185e-06,less_10s,15_30
7936,140321.0,submitted / declined,declined,GB,London,london,1.0,0.0,inf_20,sup_5millions,367.0,8.101851851851852e-07,less_10s,sup_30
7937,140323.0,submitted / declined,declined,GB,London,london,1.0,5.0,inf_20,100k_200k,367.0,0.013191018518518519,10s_1h,sup_30
7938,165170.0,submitted,submitted,US,New York,new york,1.0,2.0,sup_200,1_5millions,3.0,0.9380706944444445,1h_1j,3_5
7939,165169.0,declined,declined,US,Brooklyn,brooklyn,0.0,7.0,sup_200,1_5millions,3.0,0.9378594560185185,1h_1j,3_5
7940,165174.0,declined,declined,US,New York,new york,1.0,7.0,sup_200,sup_5millions,2.0,0.9376430555555556,1h_1j,inf_3
7941,165171.0,submitted / declined,declined,US,New York ,new york,1.0,8.0,sup_200,sup_5millions,3.0,0.9379070949074074,1h_1j,3_5
7945,126510.0,submitted / declined,declined,GB,London,london,1.0,8.0,40_60,100k_200k,1.0,0.06603215277777778,1h_1j,inf_3
7946,126635.0,submitted / declined,declined,GB,London,london,1.0,7.0,40_60,100k_200k,1.0,0.8705903935185185,1h_1j,inf_3
7947,126484.0,declined,declined,GB,London,london,1.0,3.0,100_200,500k_1millions,6.0,0.004749270833333334,10s_1h,5_7
7948,126512.0,submitted / declined,declined,GB,London,london,1.0,8.0,80_100,500k_1millions,1.0,0.06603329861111111,1h_1j,inf_3
7949,126636.0,submitted / declined,declined,GB,London,london,1.0,3.0,100_200,100k_200k,1.0,0.8705912268518519,1h_1j,inf_3
7950,126511.0,submitted / matched / declined,declined,GB,London,london,1.0,8.0,20_40,100k_200k,1.0,0.06603274305555555,1h_1j,inf_3
7951,126634.0,submitted / matched / declined,declined,GB, London,london,1.0,8.0,20_40,100k_200k,1.0,0.8705895486111112,1h_1j,inf_3
7953,179504.0,submitted / declined,declined,GB,London,london,1.0,4.0,inf_20,inf_10k,1.0,1.6898148148148148e-06,less_10s,inf_3
7954,132691.0,declined,declined,US,East Hampton,east hampton,0.0,3.0,40_60,1_5millions,30.0,23.022737094907406,sup_15j,15_30
7955,132694.0,declined,declined,US,Southampton,southampton,0.0,3.0,sup_200,1_5millions,30.0,23.023026180555554,sup_15j,15_30
7956,132692.0,declined,declined,US,Southampton,southampton,0.0,3.0,100_200,1_5millions,30.0,23.022833576388887,sup_15j,15_30
7957,132693.0,declined,declined,US,Southampton,southampton,0.0,3.0,100_200,1_5millions,30.0,23.022925613425926,sup_15j,15_30
7973,169737.0,submitted / matched / declined,declined,FR,Paris,paris,1.0,3.0,20_40,10k_50k,1.0,1.3657407407407408e-06,less_10s,inf_3
7976,113405.0,submitted / declined,declined,GB,London,london,1.0,3.0,100_200,10k_50k,1.0,12.099220439814815,3j_15j,inf_3
7980,132000.0,submitted / declined,declined,GB,London,london,1.0,7.0,60_80,1_5millions,83.0,1.0185185185185185e-06,less_10s,sup_30
7981,145332.0,declined,declined,GB,Gateshead,gateshead,0.0,3.0,80_100,10k_50k,2.0,26.863681782407408,sup_15j,inf_3
7982,145333.0,declined,declined,GB,Newcastle,newcastle,0.0,8.0,80_100,10k_50k,2.0,26.863791041666666,sup_15j,inf_3
7983,114344.0,submitted / declined,declined,FR,Paris,paris,1.0,3.0,60_80,100k_200k,11.0,2.013888888888889e-06,less_10s,10_15
7984,128929.0,submitted / declined / submitted / submitted / declined,declined,GB,London,london,1.0,6.0,20_40,10k_50k,6.0,0.009616342592592593,10s_1h,5_7
7985,128928.0,submitted / matched / declined,declined,GB,London,london,1.0,4.0,inf_20,10k_50k,6.0,0.007367789351851852,10s_1h,5_7
7987,156140.0,submitted / declined,declined,GB,Leeds,leeds,0.0,6.0,sup_200,sup_5millions,147.0,9.259259259259259e-07,less_10s,sup_30
7990,169209.0,submitted / declined,declined,GB,London,london,1.0,4.0,inf_20,10k_50k,4.0,0.052206585648148146,1h_1j,3_5
7992,169292.0,declined,declined,GB,London,london,1.0,4.0,inf_20,200k_500k,30.0,5.794066215277778,3j_15j,15_30
7993,171181.0,submitted / declined,declined,GB,London,london,1.0,7.0,inf_20,50k_100k,7.0,14.175716122685186,3j_15j,7_10
7994,171180.0,submitted / declined,declined,GB,London,london,1.0,3.0,80_100,100k_200k,13.0,14.175715428240741,3j_15j,10_15
7995,173571.0,submitted / declined,declined,GB,London,london,1.0,3.0,inf_20,100k_200k,6.0,22.622677569444445,sup_15j,5_7
7996,180432.0,submitted / declined,declined,GB,London,london,1.0,7.0,inf_20,100k_200k,30.0,66.75837032407408,sup_15j,15_30
7998,178268.0,declined,declined,GB,London,london,1.0,4.0,inf_20,10k_50k,2.0,0.9065620601851851,1h_1j,inf_3
7999,127182.0,submitted / declined,declined,GB,London,london,1.0,7.0,40_60,100k_200k,6.0,7.175925925925925e-07,less_10s,5_7
8000,145605.0,submitted / declined,declined,FR,Paris,paris,1.0,8.0,60_80,200k_500k,14.0,0.01386755787037037,10s_1h,10_15
8001,145607.0,submitted / declined,declined,FR,Paris,paris,1.0,3.0,40_60,100k_200k,2.0,0.01605400462962963,10s_1h,inf_3
8002,145604.0,submitted / declined,declined,FR,Paris,paris,1.0,3.0,40_60,200k_500k,15.0,0.007429594907407407,10s_1h,15_30
8003,145602.0,submitted / declined,declined,FR,Paris,paris,1.0,3.0,40_60,100k_200k,15.0,0.0011163773148148148,10s_1h,15_30
8004,145606.0,submitted / declined,declined,FR,Paris,paris,1.0,3.0,100_200,500k_1millions,14.0,0.013868472222222223,10s_1h,10_15
8005,145603.0,submitted / declined,declined,FR,Paris,paris,1.0,3.0,20_40,500k_1millions,14.0,0.0020744212962962964,10s_1h,10_15
8006,145601.0,submitted / declined,declined,FR,Paris,paris,1.0,3.0,40_60,200k_500k,15.0,1.2152777777777778e-06,less_10s,15_30
8007,145608.0,submitted / declined,declined,FR,Paris,paris,1.0,3.0,20_40,100k_200k,2.0,0.017807615740740742,10s_1h,inf_3
8008,134810.0,submitted / declined,declined,GB,Manchester,manchester,0.0,7.0,20_40,500k_1millions,183.0,1.099537037037037e-06,less_10s,sup_30
8009,134811.0,submitted / declined,declined,GB,Manchester,manchester,0.0,7.0,20_40,1_5millions,365.0,1.9791666666666666e-06,less_10s,sup_30
8010,178264.0,submitted / declined,declined,GB,London,london,1.0,0.0,inf_20,200k_500k,13.0,1.9675925925925925e-06,less_10s,10_15
8011,178494.0,declined,declined,GB,London,london,1.0,4.0,inf_20,100k_200k,12.0,13.617637604166667,3j_15j,10_15
8012,166141.0,submitted / declined,declined,GB,London,london,1.0,3.0,sup_200,1_5millions,29.0,3.287037037037037e-06,less_10s,15_30
8013,129497.0,submitted / matched / declined,declined,FR,Paris,paris,1.0,8.0,sup_200,500k_1millions,2.0,0.9551299189814815,1h_1j,inf_3
8014,129528.0,submitted,submitted,FR,Paris,paris,1.0,8.0,sup_200,500k_1millions,2.0,0.9783596643518518,1h_1j,inf_3
8015,129531.0,submitted / declined,declined,FR,Paris,paris,1.0,8.0,100_200,200k_500k,2.0,0.9783613425925926,1h_1j,inf_3
8016,129496.0,submitted / matched / declined,declined,FR,Paris,paris,1.0,3.0,100_200,200k_500k,2.0,0.955225625,1h_1j,inf_3
8017,129527.0,submitted,submitted,FR,Paris,paris,1.0,3.0,100_200,200k_500k,2.0,0.9783590856481481,1h_1j,inf_3
8018,129529.0,submitted / declined,declined,FR,Paris,paris,1.0,3.0,sup_200,200k_500k,2.0,0.9783602314814814,1h_1j,inf_3
8019,129530.0,submitted / declined,declined,FR,Paris,paris,1.0,3.0,sup_200,200k_500k,2.0,0.978360775462963,1h_1j,inf_3
8020,168435.0,submitted / matched / booked,booked,GB,London,london,1.0,4.0,inf_20,10k_50k,4.0,0.002466527777777778,10s_1h,3_5
8021,178970.0,declined,declined,GB,London,london,1.0,0.0,inf_20,200k_500k,13.0,2.1056064467592592,1j_3j,10_15
8022,180267.0,submitted,submitted,GB,Bristol,bristol,0.0,3.0,20_40,100k_200k,28.0,1.2962962962962962e-06,less_10s,15_30
8023,179493.0,submitted / matched / declined,declined,GB,London,london,1.0,3.0,80_100,500k_1millions,13.0,4.398148148148148e-06,less_10s,10_15
8024,179494.0,submitted / matched / declined,declined,GB,London,london,1.0,7.0,20_40,50k_100k,2.0,6.122685185185185e-06,less_10s,inf_3
8025,115564.0,submitted / declined,declined,GB,London,london,1.0,0.0,inf_20,100k_200k,6.0,1.5972222222222221e-06,less_10s,5_7
8027,115579.0,submitted / matched / declined,declined,GB,Manchester,manchester,0.0,7.0,inf_20,50k_100k,27.0,0.02286587962962963,10s_1h,15_30
8030,143515.0,submitted / submitted / declined,declined,GB,London,london,1.0,7.0,inf_20,1_5millions,4.0,1.1458333333333333e-06,less_10s,3_5
8031,114291.0,submitted / declined,declined,US,New York,new york,1.0,3.0,80_100,100k_200k,1.0,1.261574074074074e-06,less_10s,inf_3
8032,140773.0,submitted / matched / declined,declined,US,New York,new york,1.0,3.0,80_100,1_5millions,11.0,0.000449837962962963,10s_1h,10_15
8033,161896.0,submitted,submitted,US,Los Angeles,los angeles,0.0,0.0,inf_20,200k_500k,13.0,1.5162037037037037e-06,less_10s,10_15
8034,162383.0,submitted / declined,declined,US,Los Angeles,los angeles,0.0,3.0,40_60,200k_500k,2.0,1.9650765972222222,1j_3j,inf_3
8043,121836.0,submitted / declined,declined,FR,Paris,paris,1.0,3.0,40_60,1_5millions,55.0,3.6458333333333333e-06,less_10s,sup_30
8044,121856.0,submitted / declined,declined,FR,Paris,paris,1.0,3.0,60_80,1_5millions,56.0,0.03252752314814815,10s_1h,sup_30
8045,122574.0,submitted / submitted / submitted / matched,matched,GB,London,london,1.0,2.0,inf_20,100k_200k,6.0,12.09589976851852,3j_15j,5_7
8046,120433.0,submitted / declined,declined,GB,London,london,1.0,4.0,inf_20,50k_100k,7.0,8.217592592592592e-07,less_10s,7_10
8048,131514.0,submitted / matched / declined,declined,US,New York,new york,1.0,3.0,sup_200,1_5millions,20.0,12.822554583333334,3j_15j,15_30
8051,177798.0,submitted / declined,declined,GB,London,london,1.0,1.0,60_80,200k_500k,30.0,1.8402777777777778e-06,less_10s,15_30
8053,172275.0,submitted / declined,declined,FR,Paris,paris,1.0,3.0,100_200,1_5millions,55.0,0.040079305555555556,1h_1j,sup_30
8054,172274.0,submitted / matched / declined,declined,FR,Paris,paris,1.0,3.0,20_40,1_5millions,55.0,0.04002065972222222,1h_1j,sup_30
8055,172276.0,submitted / declined,declined,FR,Paris,paris,1.0,3.0,20_40,500k_1millions,55.0,0.03989636574074074,10s_1h,sup_30
8056,172277.0,submitted / declined,declined,FR,Paris,paris,1.0,3.0,40_60,1_5millions,55.0,0.039769490740740744,10s_1h,sup_30
8057,128898.0,submitted / declined,declined,GB,London,london,1.0,3.0,100_200,500k_1millions,13.0,6.828703703703704e-07,less_10s,10_15
8058,127980.0,submitted / declined,declined,FR,Paris,paris,1.0,3.0,60_80,200k_500k,7.0,1.9560185185185185e-06,less_10s,7_10
8059,127984.0,submitted / matched / declined,declined,FR,Paris,paris,1.0,8.0,80_100,200k_500k,4.0,5.266203703703704e-06,less_10s,3_5
8060,127982.0,submitted / matched / declined,declined,FR,Paris,paris,1.0,3.0,100_200,200k_500k,4.0,3.6574074074074074e-06,less_10s,3_5
8061,127983.0,submitted / matched / declined,declined,FR,Paris,paris,1.0,3.0,100_200,200k_500k,4.0,4.456018518518519e-06,less_10s,3_5
8062,127981.0,submitted / matched / declined,declined,FR,Paris,paris,1.0,3.0,40_60,100k_200k,4.0,2.8356481481481484e-06,less_10s,3_5
8063,127979.0,submitted / matched / declined,declined,FR,Paris,paris,1.0,8.0,60_80,200k_500k,4.0,1.111111111111111e-06,less_10s,3_5
8064,146987.0,submitted / declined,declined,GB,Manchester,manchester,0.0,5.0,inf_20,50k_100k,9.0,2.1296296296296298e-06,less_10s,7_10
8065,146986.0,submitted / matched / declined,declined,GB,Nottingham ,nottingham,0.0,5.0,20_40,50k_100k,17.0,1.2037037037037037e-06,less_10s,15_30
8066,154846.0,submitted,submitted,GB,London,london,1.0,3.0,20_40,10k_50k,6.0,8.912037037037037e-07,less_10s,5_7
8067,148512.0,submitted / declined / submitted,submitted,GB,London,london,1.0,3.0,20_40,100k_200k,6.0,2.7199074074074075e-06,less_10s,5_7
8068,148524.0,submitted / matched / declined,declined,GB,London,london,1.0,8.0,100_200,1_5millions,6.0,0.05834440972222222,1h_1j,5_7
8069,133563.0,submitted / declined,declined,GB,London,london,1.0,8.0,60_80,50k_100k,1.0,2.013888888888889e-06,less_10s,inf_3
8070,133562.0,submitted / declined,declined,GB,London,london,1.0,7.0,40_60,10k_50k,1.0,1.423611111111111e-06,less_10s,inf_3
8071,133561.0,submitted / declined,declined,GB,London,london,1.0,3.0,inf_20,10k_50k,2.0,8.217592592592592e-07,less_10s,inf_3
8072,137203.0,submitted / matched / declined / declined / declined,declined,GB,London ,london,1.0,7.0,inf_20,1_5millions,8.0,1.0069444444444445e-06,less_10s,7_10
8074,181470.0,submitted / declined,declined,GB,London,london,1.0,3.0,20_40,1_5millions,183.0,1.803062372685185,1j_3j,sup_30
